variable,type,sex,value,iso3,survey_year,region
education,numerator,male,,BFA,2014,sud-ouest
education,denominator,male,0,BFA,2014,sud-ouest
education,statistic,female,,BFA,2014,sud-ouest
education,numerator,female,,BFA,2014,sud-ouest
education,denominator,female,0,BFA,2014,sud-ouest
registration,statistic,male,,CMR,1991,adam/nord/ext-nord
registration,numerator,male,,CMR,1991,adam/nord/ext-nord
registration,denominator,male,0,CMR,1991,adam/nord/ext-nord
registration,statistic,female,,CMR,1991,adam/nord/ext-nord
registration,numerator,female,,CMR,1991,adam/nord/ext-nord
registration,denominator,female,0,CMR,1991,adam/nord/ext-nord
registration,statistic,male,,CMR,1991,nord-ouest/sud-ouest
registration,numerator,male,,CMR,1991,nord-ouest/sud-ouest
registration,denominator,male,0,CMR,1991,nord-ouest/sud-ouest
registration,statistic,female,,CMR,1991,nord-ouest/sud-ouest
registration,numerator,female,,CMR,1991,nord-ouest/sud-ouest
registration,denominator,female,0,CMR,1991,nord-ouest/sud-ouest
registration,statistic,male,,CMR,1991,ouest/littoral
registration,numerator,male,,CMR,1991,ouest/littoral
registration,denominator,male,0,CMR,1991,ouest/littoral
registration,statistic,female,,CMR,1991,ouest/littoral
registration,numerator,female,,CMR,1991,ouest/littoral
registration,denominator,female,0,CMR,1991,ouest/littoral
registration,statistic,male,,CMR,1991,centre/sud/est
registration,numerator,male,,CMR,1991,centre/sud/est
registration,denominator,male,0,CMR,1991,centre/sud/est
registration,statistic,female,,CMR,1991,centre/sud/est
registration,numerator,female,,CMR,1991,centre/sud/est
registration,denominator,female,0,CMR,1991,centre/sud/est
registration,statistic,male,,CMR,1991,yaound‚/douala
registration,numerator,male,,CMR,1991,yaound‚/douala
registration,denominator,male,0,CMR,1991,yaound‚/douala
registration,statistic,female,,CMR,1991,yaound‚/douala
registration,numerator,female,,CMR,1991,yaound‚/douala
registration,denominator,female,0,CMR,1991,yaound‚/douala
mortality,statistic,male,0.114115142432247,CMR,1991,yaound‚/douala
mortality,numerator,male,58.1918015,CMR,1991,yaound‚/douala
mortality,denominator,male,509.9393495,CMR,1991,yaound‚/douala
mortality,statistic,female,0.0770959359743118,CMR,1991,yaound‚/douala
mortality,numerator,female,37.7034125,CMR,1991,yaound‚/douala
mortality,denominator,female,489.0453955,CMR,1991,yaound‚/douala
stunting,statistic,male,0.0918781020308537,CMR,1991,yaound‚/douala
stunting,numerator,male,16.386783,CMR,1991,yaound‚/douala
stunting,denominator,male,178.353521,CMR,1991,yaound‚/douala
stunting,statistic,female,0.0856660055393044,CMR,1991,yaound‚/douala
stunting,numerator,female,14.794645,CMR,1991,yaound‚/douala
stunting,denominator,female,172.701469,CMR,1991,yaound‚/douala
education,statistic,male,0.180855160522915,CMR,1991,yaound‚/douala
education,numerator,male,112.176565,CMR,1991,yaound‚/douala
education,denominator,male,620.256368,CMR,1991,yaound‚/douala
education,statistic,female,0.0735840779384313,CMR,1991,yaound‚/douala
education,numerator,female,42.140382,CMR,1991,yaound‚/douala
education,denominator,female,572.683428,CMR,1991,yaound‚/douala
registration,statistic,male,,CMR,1998,north/ extreme north/ ad
registration,numerator,male,,CMR,1998,north/ extreme north/ ad
registration,denominator,male,0,CMR,1998,north/ extreme north/ ad
registration,statistic,female,,CMR,1998,north/ extreme north/ ad
registration,numerator,female,,CMR,1998,north/ extreme north/ ad
registration,denominator,female,0,CMR,1998,north/ extreme north/ ad
registration,statistic,male,,CMR,1998,northwest & southwest
registration,numerator,male,,CMR,1998,northwest & southwest
registration,denominator,male,0,CMR,1998,northwest & southwest
registration,statistic,female,,CMR,1998,northwest & southwest
registration,numerator,female,,CMR,1998,northwest & southwest
registration,denominator,female,0,CMR,1998,northwest & southwest
registration,statistic,male,,CMR,1998,west & littoral
registration,numerator,male,,CMR,1998,west & littoral
registration,denominator,male,0,CMR,1998,west & littoral
registration,statistic,female,,CMR,1998,west & littoral
registration,numerator,female,,CMR,1998,west & littoral
registration,denominator,female,0,CMR,1998,west & littoral
registration,statistic,male,,CMR,1998,"central, south, & east"
registration,numerator,male,,CMR,1998,"central, south, & east"
registration,denominator,male,0,CMR,1998,"central, south, & east"
registration,statistic,female,,CMR,1998,"central, south, & east"
registration,numerator,female,,CMR,1998,"central, south, & east"
registration,denominator,female,0,CMR,1998,"central, south, & east"
mortality,statistic,male,0.119953899613361,CMR,1998,"central, south, & east"
mortality,numerator,male,159.4625145,CMR,1998,"central, south, & east"
mortality,denominator,male,1329.3649895,CMR,1998,"central, south, & east"
mortality,statistic,female,0.129615193063167,CMR,1998,"central, south, & east"
mortality,numerator,female,181.304579,CMR,1998,"central, south, & east"
mortality,denominator,female,1398.791104,CMR,1998,"central, south, & east"
stunting,statistic,male,0.299873122356132,CMR,1998,"central, south, & east"
stunting,numerator,male,85.403031,CMR,1998,"central, south, & east"
stunting,denominator,male,284.797218,CMR,1998,"central, south, & east"
stunting,statistic,female,0.271936045869517,CMR,1998,"central, south, & east"
stunting,numerator,female,74.071156,CMR,1998,"central, south, & east"
stunting,denominator,female,272.384471,CMR,1998,"central, south, & east"
education,statistic,male,0.0944202065143033,CMR,1998,"central, south, & east"
education,numerator,male,158.423463,CMR,1998,"central, south, & east"
education,denominator,male,1677.855502,CMR,1998,"central, south, & east"
education,statistic,female,0.0287152794176373,CMR,1998,"central, south, & east"
education,numerator,female,55.725742,CMR,1998,"central, south, & east"
education,denominator,female,1940.630324,CMR,1998,"central, south, & east"
registration,statistic,male,,CMR,2004,douala
registration,numerator,male,,CMR,2004,douala
registration,denominator,male,0,CMR,2004,douala
registration,statistic,female,,CMR,2004,douala
registration,numerator,female,,CMR,2004,douala
registration,denominator,female,0,CMR,2004,douala
registration,statistic,male,,CMR,2004,nord
registration,numerator,male,,CMR,2004,nord
registration,denominator,male,0,CMR,2004,nord
registration,statistic,female,,CMR,2004,nord
registration,numerator,female,,CMR,2004,nord
registration,denominator,female,0,CMR,2004,nord
registration,statistic,male,,CMR,2004,extreme nord
registration,numerator,male,,CMR,2004,extreme nord
registration,denominator,male,0,CMR,2004,extreme nord
registration,statistic,female,,CMR,2004,extreme nord
registration,numerator,female,,CMR,2004,extreme nord
registration,denominator,female,0,CMR,2004,extreme nord
registration,statistic,male,,CMR,2004,littoral
registration,numerator,male,,CMR,2004,littoral
registration,denominator,male,0,CMR,2004,littoral
registration,statistic,female,,CMR,2004,littoral
registration,numerator,female,,CMR,2004,littoral
registration,denominator,female,0,CMR,2004,littoral
registration,statistic,male,,CMR,2004,yaounde
registration,numerator,male,,CMR,2004,yaounde
registration,denominator,male,0,CMR,2004,yaounde
registration,statistic,female,,CMR,2004,yaounde
registration,numerator,female,,CMR,2004,yaounde
registration,denominator,female,0,CMR,2004,yaounde
registration,statistic,male,,CMR,2004,ouest
registration,numerator,male,,CMR,2004,ouest
registration,denominator,male,0,CMR,2004,ouest
registration,statistic,female,,CMR,2004,ouest
registration,numerator,female,,CMR,2004,ouest
registration,denominator,female,0,CMR,2004,ouest
registration,statistic,male,,CMR,2004,est
registration,numerator,male,,CMR,2004,est
registration,denominator,male,0,CMR,2004,est
registration,statistic,female,,CMR,2004,est
registration,numerator,female,,CMR,2004,est
registration,denominator,female,0,CMR,2004,est
registration,statistic,male,,CMR,2004,sud
registration,numerator,male,,CMR,2004,sud
registration,denominator,male,0,CMR,2004,sud
registration,statistic,female,,CMR,2004,sud
registration,numerator,female,,CMR,2004,sud
registration,denominator,female,0,CMR,2004,sud
registration,statistic,male,,CMR,2004,adamaoua
registration,numerator,male,,CMR,2004,adamaoua
registration,denominator,male,0,CMR,2004,adamaoua
registration,statistic,female,,CMR,2004,adamaoua
registration,numerator,female,,CMR,2004,adamaoua
registration,denominator,female,0,CMR,2004,adamaoua
registration,statistic,male,,CMR,2004,nord ouest
registration,numerator,male,,CMR,2004,nord ouest
registration,denominator,male,0,CMR,2004,nord ouest
registration,statistic,female,,CMR,2004,nord ouest
registration,numerator,female,,CMR,2004,nord ouest
registration,denominator,female,0,CMR,2004,nord ouest
registration,statistic,male,,CMR,2004,sud ouest
registration,numerator,male,,CMR,2004,sud ouest
registration,denominator,male,0,CMR,2004,sud ouest
registration,statistic,female,,CMR,2004,sud ouest
registration,numerator,female,,CMR,2004,sud ouest
registration,denominator,female,0,CMR,2004,sud ouest
registration,statistic,male,,CMR,2004,centre
registration,numerator,male,,CMR,2004,centre
registration,denominator,male,0,CMR,2004,centre
registration,statistic,female,,CMR,2004,centre
registration,numerator,female,,CMR,2004,centre
registration,denominator,female,0,CMR,2004,centre
mortality,statistic,male,0.113947708506273,CMR,2004,centre
mortality,numerator,male,82.472795,CMR,2004,centre
mortality,denominator,male,723.777565,CMR,2004,centre
mortality,statistic,female,0.110594682545865,CMR,2004,centre
mortality,numerator,female,80.36219,CMR,2004,centre
mortality,denominator,female,726.637015,CMR,2004,centre
stunting,statistic,male,0.328028367655734,CMR,2004,centre
stunting,numerator,male,44.37965,CMR,2004,centre
stunting,denominator,male,135.29211,CMR,2004,centre
stunting,statistic,female,0.223432486020615,CMR,2004,centre
stunting,numerator,female,32.76275,CMR,2004,centre
stunting,denominator,female,146.63378,CMR,2004,centre
education,statistic,male,0.0634470856894824,CMR,2004,centre
education,numerator,male,55.2121,CMR,2004,centre
education,denominator,male,870.20703,CMR,2004,centre
education,statistic,female,0.0176951105732772,CMR,2004,centre
education,numerator,female,18.86453,CMR,2004,centre
education,denominator,female,1066.08715,CMR,2004,centre
registration,statistic,male,0.435010034890247,CMR,2011,extrême-nord
registration,numerator,male,525.590638,CMR,2011,extrême-nord
registration,denominator,male,1208.226468,CMR,2011,extrême-nord
registration,statistic,female,0.376091572533959,CMR,2011,extrême-nord
registration,numerator,female,498.764764,CMR,2011,extrême-nord
registration,denominator,female,1326.179049,CMR,2011,extrême-nord
registration,statistic,male,0.925360811608999,CMR,2011,douala
registration,numerator,male,410.43625,CMR,2011,douala
registration,denominator,male,443.541854,CMR,2011,douala
registration,statistic,female,0.939303471568173,CMR,2011,douala
registration,numerator,female,426.393761,CMR,2011,douala
registration,denominator,female,453.946753,CMR,2011,douala
registration,statistic,male,0.779958320129189,CMR,2011,nord-ouest
registration,numerator,male,355.707382,CMR,2011,nord-ouest
registration,denominator,male,456.059475,CMR,2011,nord-ouest
registration,statistic,female,0.745827392500266,CMR,2011,nord-ouest
registration,numerator,female,359.219112,CMR,2011,nord-ouest
registration,denominator,female,481.6384,CMR,2011,nord-ouest
registration,statistic,male,0.876515711402669,CMR,2011,ouest
registration,numerator,male,634.717988,CMR,2011,ouest
registration,denominator,male,724.137605,CMR,2011,ouest
registration,statistic,female,0.892483953447808,CMR,2011,ouest
registration,numerator,female,622.897017,CMR,2011,ouest
registration,denominator,female,697.936377,CMR,2011,ouest
registration,statistic,male,0.523855393698927,CMR,2011,sud-ouest
registration,numerator,male,184.114729,CMR,2011,sud-ouest
registration,denominator,male,351.460978,CMR,2011,sud-ouest
registration,statistic,female,0.539464273555601,CMR,2011,sud-ouest
registration,numerator,female,188.432024,CMR,2011,sud-ouest
registration,denominator,female,349.294723,CMR,2011,sud-ouest
registration,statistic,male,0.434060655966728,CMR,2011,nord
registration,numerator,male,308.541398,CMR,2011,nord
registration,denominator,male,710.825535,CMR,2011,nord
registration,statistic,female,0.444758417864858,CMR,2011,nord
registration,numerator,female,346.208736,CMR,2011,nord
registration,denominator,female,778.419749,CMR,2011,nord
registration,statistic,male,0.606804491751,CMR,2011,sud
registration,numerator,male,98.342523,CMR,2011,sud
registration,denominator,male,162.066241,CMR,2011,sud
registration,statistic,female,0.675224941020946,CMR,2011,sud
registration,numerator,female,102.293983,CMR,2011,sud
registration,denominator,female,151.496156,CMR,2011,sud
registration,statistic,male,0.839660634783053,CMR,2011,littoral
registration,numerator,male,193.172816,CMR,2011,littoral
registration,denominator,male,230.060584,CMR,2011,littoral
registration,statistic,female,0.835477250081108,CMR,2011,littoral
registration,numerator,female,162.968296,CMR,2011,littoral
registration,denominator,female,195.060124,CMR,2011,littoral
registration,statistic,male,0.715923651660371,CMR,2011,centre
registration,numerator,male,315.689569,CMR,2011,centre
registration,denominator,male,440.954239,CMR,2011,centre
registration,statistic,female,0.741680016715682,CMR,2011,centre
registration,numerator,female,326.249582,CMR,2011,centre
registration,denominator,female,439.879159,CMR,2011,centre
registration,statistic,male,0.608118150689725,CMR,2011,est
registration,numerator,male,148.354763,CMR,2011,est
registration,denominator,male,243.957137,CMR,2011,est
registration,statistic,female,0.561772433202279,CMR,2011,est
registration,numerator,female,140.628023,CMR,2011,est
registration,denominator,female,250.329163,CMR,2011,est
registration,statistic,male,0.885874865764857,CMR,2011,yaoundé
registration,numerator,male,419.517249,CMR,2011,yaoundé
registration,denominator,male,473.56265,CMR,2011,yaoundé
registration,statistic,female,0.897994653628907,CMR,2011,yaoundé
registration,numerator,female,411.079666,CMR,2011,yaoundé
registration,denominator,female,457.775182,CMR,2011,yaoundé
registration,statistic,male,0.554531032556785,CMR,2011,adamaoua
registration,numerator,male,166.095531,CMR,2011,adamaoua
registration,denominator,male,299.524321,CMR,2011,adamaoua
registration,statistic,female,0.537662753014908,CMR,2011,adamaoua
registration,numerator,female,168.826198,CMR,2011,adamaoua
registration,denominator,female,314.000174,CMR,2011,adamaoua
mortality,statistic,male,0.126692240492162,CMR,2011,adamaoua
mortality,numerator,male,85.422812,CMR,2011,adamaoua
mortality,denominator,male,674.25449,CMR,2011,adamaoua
mortality,statistic,female,0.109369530124362,CMR,2011,adamaoua
mortality,numerator,female,72.7084285,CMR,2011,adamaoua
mortality,denominator,female,664.7960215,CMR,2011,adamaoua
stunting,statistic,male,0.403355852014102,CMR,2011,adamaoua
stunting,numerator,male,64.303263,CMR,2011,adamaoua
stunting,denominator,male,159.420677,CMR,2011,adamaoua
stunting,statistic,female,0.389785121460114,CMR,2011,adamaoua
stunting,numerator,female,63.619557,CMR,2011,adamaoua
stunting,denominator,female,163.216997,CMR,2011,adamaoua
education,statistic,male,0.065840714826393,CMR,2011,adamaoua
education,numerator,male,40.510705,CMR,2011,adamaoua
education,denominator,male,615.283493,CMR,2011,adamaoua
education,statistic,female,0.0128389716103304,CMR,2011,adamaoua
education,numerator,female,9.192405,CMR,2011,adamaoua
education,denominator,female,715.976737,CMR,2011,adamaoua
registration,statistic,male,,GHA,1994,western
registration,numerator,male,,GHA,1994,western
registration,denominator,male,0,GHA,1994,western
registration,statistic,female,,GHA,1994,western
registration,numerator,female,,GHA,1994,western
registration,denominator,female,0,GHA,1994,western
registration,statistic,male,,GHA,1994,central
registration,numerator,male,,GHA,1994,central
registration,denominator,male,0,GHA,1994,central
registration,statistic,female,,GHA,1994,central
registration,numerator,female,,GHA,1994,central
registration,denominator,female,0,GHA,1994,central
registration,statistic,male,,GHA,1994,greater accra
registration,numerator,male,,GHA,1994,greater accra
registration,denominator,male,0,GHA,1994,greater accra
registration,statistic,female,,GHA,1994,greater accra
registration,numerator,female,,GHA,1994,greater accra
registration,denominator,female,0,GHA,1994,greater accra
registration,statistic,male,,GHA,1994,eastern
registration,numerator,male,,GHA,1994,eastern
registration,denominator,male,0,GHA,1994,eastern
registration,statistic,female,,GHA,1994,eastern
registration,numerator,female,,GHA,1994,eastern
registration,denominator,female,0,GHA,1994,eastern
registration,statistic,male,,GHA,1994,volta
registration,numerator,male,,GHA,1994,volta
registration,denominator,male,0,GHA,1994,volta
registration,statistic,female,,GHA,1994,volta
registration,numerator,female,,GHA,1994,volta
registration,denominator,female,0,GHA,1994,volta
registration,statistic,male,,GHA,1994,ashanti
registration,numerator,male,,GHA,1994,ashanti
registration,denominator,male,0,GHA,1994,ashanti
registration,statistic,female,,GHA,1994,ashanti
registration,numerator,female,,GHA,1994,ashanti
registration,denominator,female,0,GHA,1994,ashanti
registration,statistic,male,,GHA,1994,brong-ahafo
registration,numerator,male,,GHA,1994,brong-ahafo
registration,denominator,male,0,GHA,1994,brong-ahafo
registration,statistic,female,,GHA,1994,brong-ahafo
registration,numerator,female,,GHA,1994,brong-ahafo
registration,denominator,female,0,GHA,1994,brong-ahafo
registration,statistic,male,,GHA,1994,northern
registration,numerator,male,,GHA,1994,northern
registration,denominator,male,0,GHA,1994,northern
registration,statistic,female,,GHA,1994,northern
registration,numerator,female,,GHA,1994,northern
registration,denominator,female,0,GHA,1994,northern
registration,statistic,male,,GHA,1994,upper west
registration,numerator,male,,GHA,1994,upper west
registration,denominator,male,0,GHA,1994,upper west
registration,statistic,female,,GHA,1994,upper west
registration,numerator,female,,GHA,1994,upper west
registration,denominator,female,0,GHA,1994,upper west
registration,statistic,male,,GHA,1994,upper east
registration,numerator,male,,GHA,1994,upper east
registration,denominator,male,0,GHA,1994,upper east
registration,statistic,female,,GHA,1994,upper east
registration,numerator,female,,GHA,1994,upper east
registration,denominator,female,0,GHA,1994,upper east
mortality,statistic,male,0.178018575851393,GHA,1994,upper east
mortality,numerator,male,57.5,GHA,1994,upper east
mortality,denominator,male,323,GHA,1994,upper east
mortality,statistic,female,0.161839863713799,GHA,1994,upper east
mortality,numerator,female,47.5,GHA,1994,upper east
mortality,denominator,female,293.5,GHA,1994,upper east
stunting,statistic,male,0.3,GHA,1994,upper east
stunting,numerator,male,18,GHA,1994,upper east
stunting,denominator,male,60,GHA,1994,upper east
stunting,statistic,female,0.225352112676056,GHA,1994,upper east
stunting,numerator,female,16,GHA,1994,upper east
stunting,denominator,female,71,GHA,1994,upper east
education,statistic,male,0.0779661016949153,GHA,1994,upper east
education,numerator,male,23,GHA,1994,upper east
education,denominator,male,295,GHA,1994,upper east
education,statistic,female,0.050314465408805,GHA,1994,upper east
education,numerator,female,16,GHA,1994,upper east
education,denominator,female,318,GHA,1994,upper east
registration,statistic,male,,GHA,1999,western region
registration,numerator,male,,GHA,1999,western region
registration,denominator,male,0,GHA,1999,western region
registration,statistic,female,,GHA,1999,western region
registration,numerator,female,,GHA,1999,western region
registration,denominator,female,0,GHA,1999,western region
registration,statistic,male,,GHA,1999,central region
registration,numerator,male,,GHA,1999,central region
registration,denominator,male,0,GHA,1999,central region
registration,statistic,female,,GHA,1999,central region
registration,numerator,female,,GHA,1999,central region
registration,denominator,female,0,GHA,1999,central region
registration,statistic,male,,GHA,1999,greater accra region
registration,numerator,male,,GHA,1999,greater accra region
registration,denominator,male,0,GHA,1999,greater accra region
registration,statistic,female,,GHA,1999,greater accra region
registration,numerator,female,,GHA,1999,greater accra region
registration,denominator,female,0,GHA,1999,greater accra region
registration,statistic,male,,GHA,1999,eastern region
registration,numerator,male,,GHA,1999,eastern region
registration,denominator,male,0,GHA,1999,eastern region
registration,statistic,female,,GHA,1999,eastern region
registration,numerator,female,,GHA,1999,eastern region
registration,denominator,female,0,GHA,1999,eastern region
registration,statistic,male,,GHA,1999,volta region
registration,numerator,male,,GHA,1999,volta region
registration,denominator,male,0,GHA,1999,volta region
registration,statistic,female,,GHA,1999,volta region
registration,numerator,female,,GHA,1999,volta region
registration,denominator,female,0,GHA,1999,volta region
registration,statistic,male,,GHA,1999,ashanti region
registration,numerator,male,,GHA,1999,ashanti region
registration,denominator,male,0,GHA,1999,ashanti region
registration,statistic,female,,GHA,1999,ashanti region
registration,numerator,female,,GHA,1999,ashanti region
registration,denominator,female,0,GHA,1999,ashanti region
registration,statistic,male,,GHA,1999,brong ahafo region
registration,numerator,male,,GHA,1999,brong ahafo region
registration,denominator,male,0,GHA,1999,brong ahafo region
registration,statistic,female,,GHA,1999,brong ahafo region
registration,numerator,female,,GHA,1999,brong ahafo region
registration,denominator,female,0,GHA,1999,brong ahafo region
registration,statistic,male,,GHA,1999,northern region
registration,numerator,male,,GHA,1999,northern region
registration,denominator,male,0,GHA,1999,northern region
registration,statistic,female,,GHA,1999,northern region
registration,numerator,female,,GHA,1999,northern region
registration,denominator,female,0,GHA,1999,northern region
registration,statistic,male,,GHA,1999,upper west region
registration,numerator,male,,GHA,1999,upper west region
registration,denominator,male,0,GHA,1999,upper west region
registration,statistic,female,,GHA,1999,upper west region
registration,numerator,female,,GHA,1999,upper west region
registration,denominator,female,0,GHA,1999,upper west region
registration,statistic,male,,GHA,1999,upper east region
registration,numerator,male,,GHA,1999,upper east region
registration,denominator,male,0,GHA,1999,upper east region
registration,statistic,female,,GHA,1999,upper east region
registration,numerator,female,,GHA,1999,upper east region
registration,denominator,female,0,GHA,1999,upper east region
mortality,statistic,male,0.159463528147081,GHA,1999,upper east region
mortality,numerator,male,43.713657,GHA,1999,upper east region
mortality,denominator,male,274.1294985,GHA,1999,upper east region
mortality,statistic,female,0.123093061925966,GHA,1999,upper east region
mortality,numerator,female,31.760885,GHA,1999,upper east region
mortality,denominator,female,258.0233565,GHA,1999,upper east region
stunting,statistic,male,0.368039675654527,GHA,1999,upper east region
stunting,numerator,male,31.232032,GHA,1999,upper east region
stunting,denominator,male,84.860503,GHA,1999,upper east region
stunting,statistic,female,0.36122980066874,GHA,1999,upper east region
stunting,numerator,female,31.21482,GHA,1999,upper east region
stunting,denominator,female,86.412638,GHA,1999,upper east region
education,statistic,male,0.0878525955650443,GHA,1999,upper east region
education,numerator,male,20.820782,GHA,1999,upper east region
education,denominator,male,236.996777,GHA,1999,upper east region
education,statistic,female,0.0452312910470809,GHA,1999,upper east region
education,numerator,female,13.087153,GHA,1999,upper east region
education,denominator,female,289.33848,GHA,1999,upper east region
registration,statistic,male,,GHA,2003,western
registration,numerator,male,,GHA,2003,western
registration,denominator,male,0,GHA,2003,western
registration,statistic,female,,GHA,2003,western
registration,numerator,female,,GHA,2003,western
registration,denominator,female,0,GHA,2003,western
registration,statistic,male,,GHA,2003,eastern
registration,numerator,male,,GHA,2003,eastern
registration,denominator,male,0,GHA,2003,eastern
registration,statistic,female,,GHA,2003,eastern
registration,numerator,female,,GHA,2003,eastern
registration,denominator,female,0,GHA,2003,eastern
registration,statistic,male,,GHA,2003,ashanti
registration,numerator,male,,GHA,2003,ashanti
registration,denominator,male,0,GHA,2003,ashanti
registration,statistic,female,,GHA,2003,ashanti
registration,numerator,female,,GHA,2003,ashanti
registration,denominator,female,0,GHA,2003,ashanti
registration,statistic,male,,GHA,2003,central
registration,numerator,male,,GHA,2003,central
registration,denominator,male,0,GHA,2003,central
registration,statistic,female,,GHA,2003,central
registration,numerator,female,,GHA,2003,central
registration,denominator,female,0,GHA,2003,central
registration,statistic,male,,GHA,2003,northern
registration,numerator,male,,GHA,2003,northern
registration,denominator,male,0,GHA,2003,northern
registration,statistic,female,,GHA,2003,northern
registration,numerator,female,,GHA,2003,northern
registration,denominator,female,0,GHA,2003,northern
registration,statistic,male,,GHA,2003,greater accra
registration,numerator,male,,GHA,2003,greater accra
registration,denominator,male,0,GHA,2003,greater accra
registration,statistic,female,,GHA,2003,greater accra
registration,numerator,female,,GHA,2003,greater accra
registration,denominator,female,0,GHA,2003,greater accra
registration,statistic,male,,GHA,2003,upper east
registration,numerator,male,,GHA,2003,upper east
registration,denominator,male,0,GHA,2003,upper east
registration,statistic,female,,GHA,2003,upper east
registration,numerator,female,,GHA,2003,upper east
registration,denominator,female,0,GHA,2003,upper east
registration,statistic,male,,GHA,2003,volta
registration,numerator,male,,GHA,2003,volta
registration,denominator,male,0,GHA,2003,volta
registration,statistic,female,,GHA,2003,volta
registration,numerator,female,,GHA,2003,volta
registration,denominator,female,0,GHA,2003,volta
registration,statistic,male,,GHA,2003,brong ahafo
registration,numerator,male,,GHA,2003,brong ahafo
registration,denominator,male,0,GHA,2003,brong ahafo
registration,statistic,female,,GHA,2003,brong ahafo
registration,numerator,female,,GHA,2003,brong ahafo
registration,denominator,female,0,GHA,2003,brong ahafo
registration,statistic,male,,GHA,2003,upper west
registration,numerator,male,,GHA,2003,upper west
registration,denominator,male,0,GHA,2003,upper west
registration,statistic,female,,GHA,2003,upper west
registration,numerator,female,,GHA,2003,upper west
registration,denominator,female,0,GHA,2003,upper west
mortality,statistic,male,0.202146209324328,GHA,2003,upper west
mortality,numerator,male,30.1286775,GHA,2003,upper west
mortality,denominator,male,149.0439895,GHA,2003,upper west
mortality,statistic,female,0.157502458279729,GHA,2003,upper west
mortality,numerator,female,23.395952,GHA,2003,upper west
mortality,denominator,female,148.5434085,GHA,2003,upper west
stunting,statistic,male,0.341259671438262,GHA,2003,upper west
stunting,numerator,male,14.928993,GHA,2003,upper west
stunting,denominator,male,43.746725,GHA,2003,upper west
stunting,statistic,female,0.349349509660663,GHA,2003,upper west
stunting,numerator,female,17.097623,GHA,2003,upper west
stunting,denominator,female,48.941311,GHA,2003,upper west
education,statistic,male,0.100931036671528,GHA,2003,upper west
education,numerator,male,15.182357,GHA,2003,upper west
education,denominator,male,150.423076,GHA,2003,upper west
education,statistic,female,0.0185855133282111,GHA,2003,upper west
education,numerator,female,3.449046,GHA,2003,upper west
education,denominator,female,185.577118,GHA,2003,upper west
registration,statistic,male,0.629187513834931,GHA,2008,western
registration,numerator,male,168.505194,GHA,2008,western
registration,denominator,male,267.813951,GHA,2008,western
registration,statistic,female,0.679171995481544,GHA,2008,western
registration,numerator,female,181.559598,GHA,2008,western
registration,denominator,female,267.324918,GHA,2008,western
registration,statistic,male,0.655474453066022,GHA,2008,central
registration,numerator,male,204.002281,GHA,2008,central
registration,denominator,male,311.228424,GHA,2008,central
registration,statistic,female,0.682285778068462,GHA,2008,central
registration,numerator,female,185.284734,GHA,2008,central
registration,denominator,female,271.564702,GHA,2008,central
registration,statistic,male,0.873452306453971,GHA,2008,greater accra
registration,numerator,male,324.640034,GHA,2008,greater accra
registration,denominator,male,371.674597,GHA,2008,greater accra
registration,statistic,female,0.824631592655876,GHA,2008,greater accra
registration,numerator,female,259.08327,GHA,2008,greater accra
registration,denominator,female,314.180626,GHA,2008,greater accra
registration,statistic,male,0.639416317428292,GHA,2008,volta
registration,numerator,male,153.048345,GHA,2008,volta
registration,denominator,male,239.356333,GHA,2008,volta
registration,statistic,female,0.525818836166672,GHA,2008,volta
registration,numerator,female,128.496793,GHA,2008,volta
registration,denominator,female,244.374648,GHA,2008,volta
registration,statistic,male,0.762321748032017,GHA,2008,eastern
registration,numerator,male,185.930253,GHA,2008,eastern
registration,denominator,male,243.899972,GHA,2008,eastern
registration,statistic,female,0.760277090048371,GHA,2008,eastern
registration,numerator,female,214.088328,GHA,2008,eastern
registration,denominator,female,281.592502,GHA,2008,eastern
registration,statistic,male,0.772405557388301,GHA,2008,ashanti
registration,numerator,male,408.672699,GHA,2008,ashanti
registration,denominator,male,529.090832,GHA,2008,ashanti
registration,statistic,female,0.729311705960816,GHA,2008,ashanti
registration,numerator,female,399.083966,GHA,2008,ashanti
registration,denominator,female,547.206308,GHA,2008,ashanti
registration,statistic,male,0.705475130064698,GHA,2008,brong ahafo
registration,numerator,male,214.792901,GHA,2008,brong ahafo
registration,denominator,male,304.465589,GHA,2008,brong ahafo
registration,statistic,female,0.727135990868516,GHA,2008,brong ahafo
registration,numerator,female,227.17228,GHA,2008,brong ahafo
registration,denominator,female,312.420624,GHA,2008,brong ahafo
registration,statistic,male,0.650409821919511,GHA,2008,northern
registration,numerator,male,314.724224,GHA,2008,northern
registration,denominator,male,483.886026,GHA,2008,northern
registration,statistic,female,0.641757095149828,GHA,2008,northern
registration,numerator,female,256.542024,GHA,2008,northern
registration,denominator,female,399.749416,GHA,2008,northern
registration,statistic,male,0.821572981906777,GHA,2008,upper east
registration,numerator,male,131.158088,GHA,2008,upper east
registration,denominator,male,159.64265,GHA,2008,upper east
registration,statistic,female,0.73630666325774,GHA,2008,upper east
registration,numerator,female,116.123965,GHA,2008,upper east
registration,denominator,female,157.711414,GHA,2008,upper east
registration,statistic,male,0.719197566129305,GHA,2008,upper west
registration,numerator,male,59.999984,GHA,2008,upper west
registration,denominator,male,83.426289,GHA,2008,upper west
registration,statistic,female,0.691821271705353,GHA,2008,upper west
