value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
carrelage,floor,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
carreta con tanque / tambor pequeã±o,water,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carreta con tanque pequeã±o,water,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carreta con tanque/tambor pequeã±o,water,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carrotanque / camiã³n cisterna,water,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
carro-tanque / camiã³n cisterna,water,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carro-tanque / camiã³n cisterna,water,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carrotanque / camión cisterna,water,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with samll tank/drum,water,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cart with small tank / drum,water,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cart with small tank / drum,water,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cart with small tank / drum,water,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cart with small tank / drum,water,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank / drum,water,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,1,1
cart with small tank / drum,water,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank/drum,water,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cart with small tank/drum,water,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
cartã³n,wall,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cartã³n,wall,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cartã³n,wall,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
carton,wall,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
carton,wall,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
carton,wall,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
carton,wall,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
carton,wall,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
cartón,wall,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
casa de banho ligado a canal de drenagem,toilets,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN
casa de banho ligado a fossa sã©ptica,toilets,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN
casa de banho ligado ao esgoto,toilets,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN
cement,wall,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,floor,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,wall,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,floor,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,wall,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement,floor,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement,wall,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,floor,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,wall,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement,floor,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement,floor,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement,wall,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,wall,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement,floor,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement blocks,wall,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement blocks,wall,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement blocks,wall,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement blocks,wall,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cement blocks,wall,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cement blocks,wall,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement blocks,wall,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement/concrete/terrazo,floor,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cement/rcc wall,wall,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cemento,wall,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cemento,wall,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,floor,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,wall,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,floor,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,floor,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,wall,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,floor,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cemento,floor,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cemento o ladrillo fijo,floor,Argentina_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cemento(lujado o no),floor,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cerã¡mica,floor,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
cerã¡mica,floor,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cerã¡micos (ladrillo cerã¡mico),floor,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ceramic tiles,floor,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ceramic tiles,floor,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ceramic tiles,floor,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
ceramic tiles,floor,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ceramic tiles,floor,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
ceramic tiles,floor,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ceramic tiles,floor,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles,floor,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ceramic tiles/stone tile,floor,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
cerámica,floor,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
"cerámica, baldosa, mosaico, mármol, madera, alfombrado",floor,Argentina_MICS4_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
cet/itvet/votec,school,Belize_MICS4_Datasets,NAN,NAN,NAN,higher,NAN,NAN,NAN,NAN
chapa o metal,wall,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
charrette avec petite citerne / tonneau,water,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
charrette avec petite citerne / tonneau,water,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
charrette avec petite citerne / tonneau,water,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
charrette avec petite citerne / tonneau,water,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
charrette avec petite citerne/tonneau,water,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,1,1
chasse branchee a autre chose,toilets,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
chasse branchee a fosse septique,toilets,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse branchee a latrines,toilets,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse branchee a l'egout,toilets,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectã©e ã  fosse septique,toilets,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN
chasse connectã©e ã  systã¨me d'ã©gouts,toilets,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN
chasse connectee ? fosse septique,toilets,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectee ? syst?me d'egouts,toilets,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectée à fosse septique,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectée à fosse septique,toilets,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectée à système d'égouts,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse connectée à système d'égouts,toilets,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse reliee ? endroit inconnu / pas s?r / nsp o?,toilets,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
chasse reliée à autre chose,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
chasse reliée à autre chose,toilets,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
chasse reliée à des latrines,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse reliée à des latrines,toilets,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
chasse reliée à endroit inconnu / pas sûr / nsp où,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
chasse reliée à endroit inconnu / pas sûr / nsp où,toilets,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
ciclo bã¡sico de secundaria o utu,school,Uruguay_MICS4_Datasets,NAN,NAN,NAN,higher,NAN,NAN,NAN,NAN
ciment,floor,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,wall,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ciment,floor,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ciment,wall,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,floor,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,wall,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,floor,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,wall,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,floor,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,wall,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
ciment,floor,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
clay,wall,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
clay blocs,wall,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
coconut leaves/thatches,wall,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
college/technical school,school,Moldova_MICS4_Datasets,NAN,NAN,NAN,higher,NAN,NAN,NAN,NAN
college/university,school,Bhutan_MICS4_Datasets,NAN,NAN,NAN,higher,NAN,NAN,NAN,NAN
college/university & above,school,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,higher,NAN,NAN,NAN,NAN
complete secondary,school,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,secondary,NAN,NAN,NAN,NAN
composing toilet,toilets,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
composting toilet,toilets,Viet Nam_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concret,floor,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete,wall,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete,floor,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete,wall,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete blocks,wall,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete blocks,wall,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
concrete board,wall,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
"concrete, vinyl/ asphalt strips",floor,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
connecte ? une fosse simple,toilets,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
construction bricks,wall,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
contre-plaquã©,wall,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
contre-plaque,wall,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
contre-plaque,wall,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
contre-plaque,wall,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
coral,floor,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
coranique,school,Mauritania_MICS4_Datasets,NAN,NAN,NAN,primary,NAN,NAN,NAN,NAN
covered adobe,wall,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
covered adobe,wall,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
covered adobe,wall,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
covered adobe,wall,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,0,NAN,NAN
covered adobe,wall,South Sudan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
